image,class,confidence
BikesHelmets271.png,With Helmet,0.9476391673088074
BikesHelmets271.png,With Helmet,0.9131762981414795
BikesHelmets271.png,With Helmet,0.9027140736579895
BikesHelmets271.png,With Helmet,0.8606317043304443
BikesHelmets271.png,With Helmet,0.7931516170501709
BikesHelmets276.png,With Helmet,0.9201518893241882
BikesHelmets276.png,With Helmet,0.44148412346839905
BikesHelmets281.png,With Helmet,0.6995669007301331
BikesHelmets292.png,With Helmet,0.9372313022613525
BikesHelmets295.png,With Helmet,0.9193203449249268
BikesHelmets295.png,With Helmet,0.74118572473526
BikesHelmets298.png,Without Helmet,0.7807852625846863
BikesHelmets298.png,Without Helmet,0.5918594598770142
BikesHelmets299.png,With Helmet,0.960748016834259
BikesHelmets30.png,With Helmet,0.7589533925056458
BikesHelmets30.png,With Helmet,0.75165855884552
BikesHelmets304.png,Without Helmet,0.5449315905570984
BikesHelmets314.png,Without Helmet,0.5624945759773254
BikesHelmets318.png,Without Helmet,0.7516775727272034
BikesHelmets318.png,Without Helmet,0.671175479888916
BikesHelmets319.png,With Helmet,0.7808167338371277
BikesHelmets319.png,With Helmet,0.6795021295547485
BikesHelmets326.png,With Helmet,0.8835185766220093
BikesHelmets336.png,With Helmet,0.9540686011314392
BikesHelmets336.png,With Helmet,0.8444685935974121
BikesHelmets336.png,With Helmet,0.7151256799697876
BikesHelmets336.png,With Helmet,0.4906404912471771
BikesHelmets337.png,With Helmet,0.9604433178901672
BikesHelmets349.png,With Helmet,0.9064525365829468
BikesHelmets354.png,With Helmet,0.7173624038696289
BikesHelmets354.png,With Helmet,0.7003509402275085
BikesHelmets354.png,With Helmet,0.6745150685310364
BikesHelmets354.png,With Helmet,0.6354398727416992
BikesHelmets354.png,Without Helmet,0.5705190300941467
BikesHelmets356.png,With Helmet,0.9430145025253296
BikesHelmets356.png,With Helmet,0.8837645053863525
BikesHelmets356.png,With Helmet,0.8720145225524902
BikesHelmets357.png,With Helmet,0.8561787009239197
BikesHelmets36.png,With Helmet,0.9485806822776794
BikesHelmets361.png,With Helmet,0.48464399576187134
BikesHelmets363.png,With Helmet,0.8516916036605835
BikesHelmets374.png,With Helmet,0.9194321036338806
BikesHelmets375.png,Without Helmet,0.40452802181243896
BikesHelmets378.png,With Helmet,0.9084609150886536
BikesHelmets378.png,With Helmet,0.7857994437217712
BikesHelmets386.png,With Helmet,0.9683078527450562
BikesHelmets386.png,With Helmet,0.9451950788497925
BikesHelmets386.png,With Helmet,0.8978387713432312
BikesHelmets386.png,With Helmet,0.6888373494148254
BikesHelmets393.png,Without Helmet,0.8159963488578796
BikesHelmets393.png,Without Helmet,0.6034491062164307
BikesHelmets395.png,With Helmet,0.7237657308578491
BikesHelmets395.png,With Helmet,0.6188164949417114
BikesHelmets40.png,With Helmet,0.8922690749168396
BikesHelmets40.png,With Helmet,0.863406777381897
BikesHelmets400.png,With Helmet,0.8829737901687622
BikesHelmets405.png,With Helmet,0.5929400324821472
BikesHelmets407.png,With Helmet,0.8013031482696533
BikesHelmets412.png,Without Helmet,0.8724156618118286
BikesHelmets416.png,With Helmet,0.9195219874382019
BikesHelmets416.png,With Helmet,0.8162901401519775
BikesHelmets422.png,Without Helmet,0.40452802181243896
BikesHelmets426.png,With Helmet,0.8758862018585205
BikesHelmets431.png,With Helmet,0.8056163191795349
BikesHelmets435.png,With Helmet,0.9512297511100769
BikesHelmets438.png,Without Helmet,0.5993233919143677
BikesHelmets442.png,With Helmet,0.8498190641403198
BikesHelmets442.png,With Helmet,0.8220827579498291
BikesHelmets442.png,With Helmet,0.6967750191688538
BikesHelmets442.png,With Helmet,0.6808580160140991
BikesHelmets443.png,With Helmet,0.8992742300033569
BikesHelmets443.png,With Helmet,0.8864986896514893
BikesHelmets443.png,With Helmet,0.8787996172904968
BikesHelmets443.png,With Helmet,0.8492581248283386
BikesHelmets443.png,With Helmet,0.7719420790672302
BikesHelmets447.png,Without Helmet,0.893429696559906
BikesHelmets448.png,Without Helmet,0.7867388129234314
BikesHelmets448.png,Without Helmet,0.5318355560302734
BikesHelmets454.png,With Helmet,0.9586925506591797
BikesHelmets454.png,With Helmet,0.9049102067947388
BikesHelmets454.png,With Helmet,0.8849104642868042
BikesHelmets454.png,With Helmet,0.7711091637611389
BikesHelmets454.png,With Helmet,0.7609074711799622
BikesHelmets454.png,With Helmet,0.4323078691959381
BikesHelmets455.png,With Helmet,0.8713085651397705
BikesHelmets459.png,With Helmet,0.8987920880317688
BikesHelmets459.png,With Helmet,0.7581028938293457
BikesHelmets459.png,With Helmet,0.6765959858894348
BikesHelmets466.png,Without Helmet,0.9136460423469543
BikesHelmets468.png,With Helmet,0.9359212517738342
BikesHelmets472.png,With Helmet,0.7539239525794983
BikesHelmets472.png,Without Helmet,0.6656468510627747
BikesHelmets473.png,With Helmet,0.8888101577758789
BikesHelmets473.png,With Helmet,0.49188438057899475
BikesHelmets476.png,With Helmet,0.958681046962738
BikesHelmets477.png,Without Helmet,0.8515312671661377
BikesHelmets490.png,With Helmet,0.929502010345459
BikesHelmets492.png,With Helmet,0.9566101431846619
BikesHelmets492.png,With Helmet,0.9031562209129333
BikesHelmets496.png,Without Helmet,0.7867388129234314
BikesHelmets496.png,Without Helmet,0.5318355560302734
BikesHelmets497.png,With Helmet,0.5346931219100952
BikesHelmets501.png,With Helmet,0.9534991383552551
BikesHelmets502.png,Without Helmet,0.6739745736122131
BikesHelmets502.png,With Helmet,0.4010818302631378
BikesHelmets505.png,Without Helmet,0.7665484547615051
BikesHelmets505.png,Without Helmet,0.7048096060752869
BikesHelmets507.png,With Helmet,0.8643849492073059
BikesHelmets507.png,Without Helmet,0.7797613739967346
BikesHelmets507.png,Without Helmet,0.7698948383331299
BikesHelmets51.png,With Helmet,0.7552748322486877
BikesHelmets510.png,With Helmet,0.843177855014801
BikesHelmets510.png,With Helmet,0.7498603463172913
BikesHelmets510.png,Without Helmet,0.6766797304153442
BikesHelmets518.png,With Helmet,0.8638317584991455
BikesHelmets518.png,With Helmet,0.8133562207221985
BikesHelmets518.png,With Helmet,0.7915102243423462
BikesHelmets518.png,With Helmet,0.5012170672416687
BikesHelmets528.png,Without Helmet,0.6500151753425598
BikesHelmets528.png,With Helmet,0.5934886932373047
BikesHelmets528.png,With Helmet,0.4220105707645416
BikesHelmets533.png,With Helmet,0.9282365441322327
BikesHelmets554.png,With Helmet,0.7537556290626526
BikesHelmets554.png,With Helmet,0.4416685402393341
BikesHelmets56.png,With Helmet,0.6767107844352722
BikesHelmets56.png,With Helmet,0.6579288840293884
BikesHelmets569.png,Without Helmet,0.6790544390678406
BikesHelmets570.png,With Helmet,0.7354347109794617
BikesHelmets575.png,With Helmet,0.9235343933105469
BikesHelmets578.png,Without Helmet,0.5992220044136047
BikesHelmets589.png,With Helmet,0.9573044180870056
BikesHelmets589.png,With Helmet,0.41548922657966614
BikesHelmets594.png,Without Helmet,0.7358093857765198
BikesHelmets594.png,Without Helmet,0.5737618207931519
BikesHelmets599.png,With Helmet,0.841041624546051
BikesHelmets599.png,With Helmet,0.5123351216316223
BikesHelmets599.png,With Helmet,0.5112185478210449
BikesHelmets605.png,Without Helmet,0.8627592325210571
BikesHelmets605.png,Without Helmet,0.7865324020385742
BikesHelmets605.png,Without Helmet,0.5514443516731262
BikesHelmets616.png,With Helmet,0.7944122552871704
BikesHelmets616.png,With Helmet,0.7766664624214172
BikesHelmets616.png,With Helmet,0.6660450100898743
BikesHelmets616.png,With Helmet,0.5567021369934082
BikesHelmets626.png,With Helmet,0.7808160185813904
BikesHelmets627.png,With Helmet,0.6746842265129089
BikesHelmets627.png,Without Helmet,0.6200155019760132
BikesHelmets628.png,With Helmet,0.8553380966186523
BikesHelmets628.png,With Helmet,0.8423704504966736
BikesHelmets628.png,With Helmet,0.8283973336219788
BikesHelmets628.png,With Helmet,0.8049550652503967
BikesHelmets628.png,With Helmet,0.761779248714447
BikesHelmets635.png,Without Helmet,0.43277260661125183
BikesHelmets636.png,With Helmet,0.895359218120575
BikesHelmets636.png,With Helmet,0.7534914016723633
BikesHelmets64.png,With Helmet,0.9545835256576538
BikesHelmets64.png,With Helmet,0.9064345955848694
BikesHelmets64.png,With Helmet,0.6342804431915283
BikesHelmets646.png,With Helmet,0.6447544097900391
BikesHelmets651.png,With Helmet,0.4974419176578522
BikesHelmets651.png,Without Helmet,0.40694838762283325
BikesHelmets665.png,Without Helmet,0.7411923408508301
BikesHelmets665.png,With Helmet,0.5831923484802246
BikesHelmets665.png,Without Helmet,0.4739301800727844
BikesHelmets672.png,Without Helmet,0.5606170892715454
BikesHelmets672.png,Without Helmet,0.4501214921474457
BikesHelmets675.png,With Helmet,0.9491004347801208
BikesHelmets676.png,Without Helmet,0.6741787791252136
BikesHelmets68.png,With Helmet,0.9086410999298096
BikesHelmets690.png,Without Helmet,0.7236088514328003
BikesHelmets698.png,With Helmet,0.8559034466743469
BikesHelmets709.png,Without Helmet,0.8912880420684814
BikesHelmets712.png,With Helmet,0.9631151556968689
BikesHelmets713.png,With Helmet,0.8974327445030212
BikesHelmets714.png,With Helmet,0.962962806224823
BikesHelmets714.png,With Helmet,0.9359771609306335
BikesHelmets720.png,With Helmet,0.5800572633743286
BikesHelmets722.png,With Helmet,0.8975319266319275
BikesHelmets731.png,With Helmet,0.8522279858589172
BikesHelmets731.png,Without Helmet,0.7298089861869812
BikesHelmets731.png,Without Helmet,0.4981766939163208
BikesHelmets731.png,Without Helmet,0.4886415898799896
BikesHelmets732.png,With Helmet,0.8974327445030212
BikesHelmets734.png,Without Helmet,0.8897236585617065
BikesHelmets736.png,Without Helmet,0.8165053725242615
BikesHelmets741.png,With Helmet,0.80401211977005
BikesHelmets744.png,With Helmet,0.8514931201934814
BikesHelmets744.png,With Helmet,0.8080193400382996
BikesHelmets744.png,Without Helmet,0.49850553274154663
BikesHelmets744.png,Without Helmet,0.42574799060821533
BikesHelmets759.png,With Helmet,0.6872871518135071
BikesHelmets759.png,Without Helmet,0.5148659348487854
BikesHelmets759.png,Without Helmet,0.42723992466926575
BikesHelmets759.png,Without Helmet,0.4124636948108673
BikesHelmets762.png,With Helmet,0.8690699338912964
BikesHelmets83.png,With Helmet,0.6401726603507996
BikesHelmets85.png,With Helmet,0.9248650074005127
BikesHelmets89.png,With Helmet,0.9201518893241882
BikesHelmets89.png,With Helmet,0.44148412346839905
BikesHelmets94.png,With Helmet,0.9205124378204346
